GEOLINEID,Legend_Description,GSC_SYMBOL
143024040301,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; first generation",2.01.01.001
143024040302,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; second generation",2.01.01.001
143024040303,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; third generation",2.01.01.001
143024040304,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; fourth generation",2.01.01.001
143024040310,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; primary generation",2.01.01.001
143024040320,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; multi-generation generation",2.01.01.001
143024040366,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; not entered generation",2.01.01.001
143024040388,"fold; anticline, homeoclinic, synformal; concealed; attitude upright, assumed from archival data; undefined generation",2.01.01.001
143024046601,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; first generation",2.01.01.001
143024046602,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; second generation",2.01.01.001
143024046603,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; third generation",2.01.01.001
143024046604,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; fourth generation",2.01.01.001
143024046610,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; primary generation",2.01.01.001
143024046620,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; multi-generation generation",2.01.01.001
143024046666,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; not entered generation",2.01.01.001
143024046688,"fold; anticline, homeoclinic, synformal; concealed; attitude not entered; undefined generation",2.01.01.001
143024047701,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; first generation",2.01.01.001
143024047702,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; second generation",2.01.01.001
143024047703,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; third generation",2.01.01.001
143024047704,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; fourth generation",2.01.01.001
143024047710,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; primary generation",2.01.01.001
143024047720,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; multi-generation generation",2.01.01.001
143024047766,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; not entered generation",2.01.01.001
143024047788,"fold; anticline, homeoclinic, synformal; concealed; attitude unknown; undefined generation",2.01.01.001
143025010101,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; first generation",2.01.01.001
143025010102,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; second generation",2.01.01.001
143025010103,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; third generation",2.01.01.001
143025010104,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; fourth generation",2.01.01.001
143025010110,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; primary generation",2.01.01.001
143025010120,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; multi-generation generation",2.01.01.001
143025010166,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; not entered generation",2.01.01.001
143025010188,"fold; syncline, homeoclinic, antiformal; defined; attitude upright; undefined generation",2.01.01.001
143025010201,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; first generation",2.01.01.001
143025010202,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; second generation",2.01.01.001
143025010203,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; third generation",2.01.01.001
143025010204,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; fourth generation",2.01.01.001
143025010210,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; primary generation",2.01.01.001
143025010220,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; multi-generation generation",2.01.01.001
143025010266,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; not entered generation",2.01.01.001
143025010288,"fold; syncline, homeoclinic, antiformal; defined; attitude overturned; undefined generation",2.01.01.001
143025010301,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; first generation",2.01.01.001
143025010302,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; second generation",2.01.01.001
143025010303,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; third generation",2.01.01.001
143025010304,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; fourth generation",2.01.01.001
143025010310,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; primary generation",2.01.01.001
143025010320,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; multi-generation generation",2.01.01.001
143025010366,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; not entered generation",2.01.01.001
143025010388,"fold; syncline, homeoclinic, antiformal; defined; attitude upright, assumed from archival data; undefined generation",2.01.01.001
143025016601,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; first generation",2.01.01.001
143025016602,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; second generation",2.01.01.001
143025016603,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; third generation",2.01.01.001
143025016604,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; fourth generation",2.01.01.001
143025016610,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; primary generation",2.01.01.001
143025016620,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; multi-generation generation",2.01.01.001
143025016666,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; not entered generation",2.01.01.001
143025016688,"fold; syncline, homeoclinic, antiformal; defined; attitude not entered; undefined generation",2.01.01.001
143025017701,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; first generation",2.01.01.001
143025017702,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; second generation",2.01.01.001
143025017703,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; third generation",2.01.01.001
143025017704,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; fourth generation",2.01.01.001
143025017710,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; primary generation",2.01.01.001
143025017720,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; multi-generation generation",2.01.01.001
143025017766,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; not entered generation",2.01.01.001
143025017788,"fold; syncline, homeoclinic, antiformal; defined; attitude unknown; undefined generation",2.01.01.001
143025020101,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; first generation",2.01.01.001
143025020102,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; second generation",2.01.01.001
143025020103,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; third generation",2.01.01.001
143025020104,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; fourth generation",2.01.01.001
143025020110,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; primary generation",2.01.01.001
143025020120,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; multi-generation generation",2.01.01.001
143025020166,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; not entered generation",2.01.01.001
143025020188,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright; undefined generation",2.01.01.001
143025020201,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; first generation",2.01.01.001
143025020202,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; second generation",2.01.01.001
143025020203,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; third generation",2.01.01.001
143025020204,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; fourth generation",2.01.01.001
143025020210,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; primary generation",2.01.01.001
143025020220,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; multi-generation generation",2.01.01.001
143025020266,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; not entered generation",2.01.01.001
143025020288,"fold; syncline, homeoclinic, antiformal; approximate; attitude overturned; undefined generation",2.01.01.001
143025020301,"fold; syncline, homeoclinic, antiformal; approximate; attitude upright, assumed from archival data; first generation",2.01.01.001
