GEOPOINTID,Legend_Description,GSC_SYMBOL
1100102660203,"planar; bedding; inclined, overturned < 180; not entered; known, igneous structure; estimated remotely",4.14.01.006
1100102660204,"planar; bedding; inclined, overturned < 180; not entered; known, igneous structure; calculated from data",4.14.01.006
1100102660205,"planar; bedding; inclined, overturned < 180; not entered; known, igneous structure; calculated from imagery",4.14.01.006
1100102660206,"planar; bedding; inclined, overturned < 180; not entered; known, igneous structure; acquired from historical data",4.14.01.005
1100102660266,"planar; bedding; inclined, overturned < 180; not entered; known, igneous structure; not entered",4.14.01.006
1100102660301,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; measured at station",4.14.01.005
1100102660302,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; estimated at station",4.14.01.006
1100102660303,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; estimated remotely",4.14.01.006
1100102660304,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; calculated from data",4.14.01.006
1100102660305,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; calculated from imagery",4.14.01.006
1100102660306,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; acquired from historical data",4.14.01.005
1100102660366,"planar; bedding; inclined, overturned < 180; not entered; known, stratigraphic order; not entered",4.14.01.006
1100102660401,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; measured at station",4.14.01.005
1100102660402,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; estimated at station",4.14.01.006
1100102660403,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; estimated remotely",4.14.01.006
1100102660404,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; calculated from data",4.14.01.006
1100102660405,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; calculated from imagery",4.14.01.006
1100102660406,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; acquired from historical data",4.14.01.005
1100102660466,"planar; bedding; inclined, overturned < 180; not entered; inferred, stratigraphic order; not entered",4.14.01.006
1100102660501,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; measured at station",4.14.01.005
1100102660502,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; estimated at station",4.14.01.006
1100102660503,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; estimated remotely",4.14.01.006
1100102660504,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; calculated from data",4.14.01.006
1100102660505,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; calculated from imagery",4.14.01.006
1100102660506,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; acquired from historical data",4.14.01.005
1100102660566,"planar; bedding; inclined, overturned < 180; not entered; inferred, bedding-cleavage; not entered",4.14.01.006
1100102666601,"planar; bedding; inclined, overturned < 180; not entered; not entered; measured at station",4.14.01.005
1100102666602,"planar; bedding; inclined, overturned < 180; not entered; not entered; estimated at station",4.14.01.006
1100102666603,"planar; bedding; inclined, overturned < 180; not entered; not entered; estimated remotely",4.14.01.006
1100102666604,"planar; bedding; inclined, overturned < 180; not entered; not entered; calculated from data",4.14.01.006
1100102666605,"planar; bedding; inclined, overturned < 180; not entered; not entered; calculated from imagery",4.14.01.006
1100102666606,"planar; bedding; inclined, overturned < 180; not entered; not entered; acquired from historical data",4.14.01.005
1100102666666,"planar; bedding; inclined, overturned < 180; not entered; not entered; not entered",4.14.01.006
1100102880101,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; measured at station",4.14.01.005
1100102880102,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; estimated at station",4.14.01.006
1100102880103,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; estimated remotely",4.14.01.006
1100102880104,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; calculated from data",4.14.01.006
1100102880105,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; calculated from imagery",4.14.01.006
1100102880106,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; acquired from historical data",4.14.01.005
1100102880166,"planar; bedding; inclined, overturned < 180; undefined; known, sedimentary structure; not entered",4.14.01.006
1100102880201,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; measured at station",4.14.01.005
1100102880202,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; estimated at station",4.14.01.006
1100102880203,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; estimated remotely",4.14.01.006
1100102880204,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; calculated from data",4.14.01.006
1100102880205,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; calculated from imagery",4.14.01.006
1100102880206,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; acquired from historical data",4.14.01.005
1100102880266,"planar; bedding; inclined, overturned < 180; undefined; known, igneous structure; not entered",4.14.01.006
1100102880301,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; measured at station",4.14.01.005
1100102880302,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; estimated at station",4.14.01.006
1100102880303,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; estimated remotely",4.14.01.006
1100102880304,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; calculated from data",4.14.01.006
1100102880305,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; calculated from imagery",4.14.01.006
1100102880306,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; acquired from historical data",4.14.01.005
1100102880366,"planar; bedding; inclined, overturned < 180; undefined; known, stratigraphic order; not entered",4.14.01.006
1100102880401,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; measured at station",4.14.01.005
1100102880402,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; estimated at station",4.14.01.006
1100102880403,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; estimated remotely",4.14.01.006
1100102880404,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; calculated from data",4.14.01.006
1100102880405,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; calculated from imagery",4.14.01.006
1100102880406,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; acquired from historical data",4.14.01.005
1100102880466,"planar; bedding; inclined, overturned < 180; undefined; inferred, stratigraphic order; not entered",4.14.01.006
1100102880501,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; measured at station",4.14.01.005
1100102880502,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; estimated at station",4.14.01.006
1100102880503,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; estimated remotely",4.14.01.006
1100102880504,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; calculated from data",4.14.01.006
1100102880505,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; calculated from imagery",4.14.01.006
1100102880506,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; acquired from historical data",4.14.01.005
1100102880566,"planar; bedding; inclined, overturned < 180; undefined; inferred, bedding-cleavage; not entered",4.14.01.006
1100102886601,"planar; bedding; inclined, overturned < 180; undefined; not entered; measured at station",4.14.01.005
1100102886602,"planar; bedding; inclined, overturned < 180; undefined; not entered; estimated at station",4.14.01.006
1100102886603,"planar; bedding; inclined, overturned < 180; undefined; not entered; estimated remotely",4.14.01.006
1100102886604,"planar; bedding; inclined, overturned < 180; undefined; not entered; calculated from data",4.14.01.006
1100102886605,"planar; bedding; inclined, overturned < 180; undefined; not entered; calculated from imagery",4.14.01.006
1100102886606,"planar; bedding; inclined, overturned < 180; undefined; not entered; acquired from historical data",4.14.01.005
1100102886666,"planar; bedding; inclined, overturned < 180; undefined; not entered; not entered",4.14.01.006
